Player,ID,Season,GM,KI,MK,HB,GL,BH,HO,TK,FF,FA,%P,FantasyAve,KI_norm,MK_norm,HB_norm,GL_norm,BH_norm,HO_norm,TK_norm,FF_norm,FA_norm,%P_norm,FantasyAve_norm
"Shiels, Liam",696.00,2020,16.00,162.00,46.00,124.00,6.00,0.00,0.00,55.00,10.00,18.00,79.00,84.70,0.55,0.37,0.46,0.12,0.00,0.00,0.47,0.23,0.62,0.75,0.65
"Shiels, Liam",696.00,2019,19.00,249.00,65.00,192.00,10.00,12.00,0.00,126.00,13.00,33.00,80.30,95.60,0.53,0.35,0.42,0.13,0.24,0.00,0.75,0.25,0.42,0.80,0.77
"Shipley, Nick",697.00,2021,4.00,8.00,6.00,6.00,0.00,0.00,0.00,2.00,0.00,1.00,22.00,14.80,0.01,0.03,0.01,0.00,0.00,0.00,0.01,0.00,0.02,0.10,0.11
"Sholl, Lachlan",698.00,2021,19.00,208.00,78.00,126.00,3.00,7.00,0.00,21.00,7.00,5.00,75.70,63.70,0.40,0.43,0.28,0.05,0.17,0.00,0.11,0.13,0.11,0.72,0.51
"Sholl, Lachlan",698.00,2020,8.00,72.00,24.00,33.00,2.00,1.00,0.00,7.00,5.00,2.00,83.30,61.60,0.24,0.19,0.12,0.04,0.03,0.00,0.06,0.12,0.07,0.80,0.45
"Short, Jayden",699.00,2021,22.00,411.00,134.00,131.00,1.00,2.00,0.00,39.00,17.00,8.00,86.00,93.40,0.80,0.74,0.29,0.02,0.05,0.00,0.21,0.31,0.17,0.84,0.76
"Short, Jayden",699.00,2020,21.00,297.00,114.00,103.00,0.00,4.00,0.00,27.00,11.00,8.00,79.20,91.50,1.00,0.91,0.38,0.00,0.11,0.00,0.23,0.26,0.28,0.75,0.71
"Short, Jayden",699.00,2019,15.00,197.00,66.00,68.00,3.00,1.00,0.00,26.00,1.00,6.00,73.50,68.70,0.42,0.35,0.15,0.04,0.02,0.00,0.15,0.02,0.08,0.72,0.55
"Shuey, Luke",700.00,2021,7.00,104.00,23.00,56.00,0.00,1.00,0.00,30.00,18.00,7.00,66.40,87.30,0.20,0.13,0.13,0.00,0.02,0.00,0.16,0.33,0.15,0.62,0.71
"Shuey, Luke",700.00,2020,13.00,144.00,33.00,102.00,1.00,1.00,0.00,45.00,11.00,14.00,69.50,85.70,0.48,0.26,0.38,0.02,0.03,0.00,0.38,0.26,0.48,0.63,0.66
"Shuey, Luke",700.00,2019,24.00,409.00,81.00,238.00,8.00,2.00,0.00,129.00,34.00,35.00,79.50,101.70,0.86,0.43,0.52,0.11,0.04,0.00,0.76,0.64,0.45,0.79,0.82
"Sicily, James",701.00,2020,11.00,146.00,62.00,50.00,2.00,1.00,0.00,9.00,12.00,7.00,91.80,86.80,0.49,0.50,0.19,0.04,0.03,0.00,0.08,0.28,0.24,0.91,0.67
"Sicily, James",701.00,2019,22.00,352.00,158.00,112.00,3.00,2.00,0.00,32.00,28.00,30.00,91.50,83.60,0.74,0.84,0.25,0.04,0.04,0.00,0.19,0.53,0.38,0.93,0.67
"Sidebottom, Steele",702.00,2021,21.00,272.00,114.00,228.00,8.00,5.00,0.00,62.00,14.00,24.00,83.60,88.40,0.53,0.63,0.51,0.13,0.12,0.00,0.34,0.26,0.52,0.82,0.72
"Sidebottom, Steele",702.00,2020,9.00,112.00,33.00,101.00,5.00,3.00,0.00,38.00,8.00,4.00,87.80,113.60,0.38,0.26,0.38,0.10,0.08,0.00,0.32,0.19,0.14,0.86,0.90
"Sidebottom, Steele",702.00,2019,23.00,339.00,141.00,253.00,10.00,7.00,0.00,84.00,10.00,18.00,87.30,100.20,0.72,0.75,0.56,0.13,0.14,0.00,0.50,0.19,0.23,0.88,0.80
"Sier, Brayden",703.00,2021,7.00,32.00,16.00,54.00,1.00,0.00,0.00,19.00,3.00,0.00,51.00,48.10,0.06,0.09,0.12,0.02,0.00,0.00,0.10,0.06,0.00,0.44,0.38
"Sier, Brayden",703.00,2020,3.00,14.00,4.00,38.00,1.00,1.00,0.00,10.00,1.00,6.00,74.70,66.70,0.05,0.03,0.14,0.02,0.03,0.00,0.09,0.02,0.21,0.69,0.49
"Sier, Brayden",703.00,2019,6.00,35.00,4.00,51.00,2.00,1.00,0.00,22.00,2.00,6.00,58.20,50.70,0.07,0.02,0.11,0.03,0.02,0.00,0.13,0.04,0.08,0.54,0.40
"Silvagni, Jack",704.00,2021,15.00,130.00,70.00,70.00,9.00,13.00,17.00,38.00,14.00,12.00,76.30,63.60,0.25,0.39,0.16,0.15,0.32,0.02,0.21,0.26,0.26,0.73,0.51
"Silvagni, Jack",704.00,2020,3.00,12.00,5.00,4.00,2.00,2.00,0.00,2.00,2.00,0.00,55.00,34.60,0.04,0.04,0.01,0.04,0.06,0.00,0.02,0.05,0.00,0.44,0.21
"Silvagni, Jack",704.00,2019,17.00,146.00,73.00,89.00,13.00,11.00,0.00,62.00,12.00,19.00,79.40,66.30,0.31,0.39,0.20,0.17,0.22,0.00,0.37,0.23,0.24,0.79,0.53
"Simpkin, Jy",705.00,2021,22.00,325.00,96.00,267.00,2.00,5.00,0.00,84.00,34.00,28.00,82.90,95.50,0.63,0.53,0.60,0.03,0.12,0.00,0.45,0.63,0.61,0.81,0.78
"Simpkin, Jy",705.00,2020,17.00,171.00,37.00,173.00,6.00,5.00,0.00,63.00,21.00,27.00,77.40,88.50,0.58,0.30,0.64,0.12,0.14,0.00,0.54,0.49,0.93,0.73,0.68
"Simpkin, Jy",705.00,2019,21.00,200.00,49.00,190.00,6.00,8.00,0.00,75.00,15.00,28.00,76.60,66.80,0.42,0.26,0.42,0.08,0.16,0.00,0.44,0.28,0.36,0.76,0.53
"Simpson, Dawson",706.00,2019,9.00,23.00,12.00,47.00,1.00,0.00,304.00,24.00,9.00,7.00,77.70,65.90,0.05,0.06,0.10,0.01,0.00,0.30,0.14,0.17,0.09,0.77,0.52
"Simpson, Kade",707.00,2020,17.00,201.00,66.00,63.00,1.00,0.00,0.00,19.00,11.00,7.00,82.50,73.50,0.68,0.53,0.23,0.02,0.00,0.00,0.16,0.26,0.24,0.79,0.55
"Simpson, Kade",707.00,2019,18.00,265.00,85.00,101.00,3.00,0.00,0.00,46.00,15.00,10.00,82.20,79.90,0.56,0.45,0.22,0.04,0.00,0.00,0.27,0.28,0.13,0.82,0.64
"Simpson, Sam",708.00,2021,4.00,28.00,13.00,25.00,2.00,2.00,0.00,8.00,4.00,3.00,63.30,53.50,0.05,0.07,0.06,0.03,0.05,0.00,0.04,0.07,0.07,0.58,0.43
"Simpson, Sam",708.00,2020,9.00,60.00,23.00,65.00,3.00,2.00,0.00,28.00,7.00,8.00,74.20,68.60,0.20,0.18,0.24,0.06,0.06,0.00,0.24,0.16,0.28,0.69,0.51
"Sinclair, Callum",709.00,2021,4.00,19.00,10.00,21.00,1.00,0.00,99.00,11.00,6.00,3.00,83.00,68.80,0.04,0.06,0.05,0.02,0.00,0.12,0.06,0.11,0.07,0.81,0.56
"Sinclair, Callum",709.00,2020,13.00,64.00,32.00,55.00,3.00,3.00,293.00,33.00,15.00,24.00,81.20,75.70,0.22,0.26,0.20,0.06,0.08,0.49,0.28,0.35,0.83,0.78,0.57
"Sinclair, Callum",709.00,2019,14.00,106.00,38.00,62.00,5.00,2.00,350.00,44.00,20.00,21.00,78.10,76.50,0.22,0.20,0.14,0.07,0.04,0.34,0.26,0.38,0.27,0.77,0.61
"Sinclair, Jack",710.00,2021,21.00,281.00,102.00,162.00,3.00,2.00,0.00,48.00,9.00,10.00,81.60,79.20,0.55,0.56,0.36,0.05,0.05,0.00,0.26,0.17,0.22,0.79,0.64
"Sinclair, Jack",710.00,2020,12.00,98.00,30.00,73.00,0.00,1.00,0.00,30.00,6.00,3.00,78.30,67.50,0.33,0.24,0.27,0.00,0.03,0.00,0.26,0.14,0.10,0.74,0.50
"Sinclair, Jack",710.00,2019,22.00,204.00,62.00,165.00,4.00,11.00,0.00,77.00,17.00,12.00,81.20,66.00,0.43,0.33,0.36,0.05,0.22,0.00,0.46,0.32,0.15,0.81,0.52
"Skinner, Sam",711.00,2020,2.00,12.00,13.00,5.00,1.00,2.00,1.00,2.00,0.00,1.00,75.50,61.90,0.04,0.10,0.02,0.02,0.06,0.00,0.02,0.00,0.03,0.70,0.45
"Sloane, Rory",712.00,2021,18.00,198.00,67.00,204.00,3.00,2.00,0.00,87.00,24.00,17.00,82.00,85.80,0.38,0.37,0.46,0.05,0.05,0.00,0.47,0.44,0.37,0.80,0.70
"Sloane, Rory",712.00,2020,12.00,92.00,15.00,97.00,5.00,3.00,0.00,49.00,16.00,11.00,76.80,75.70,0.31,0.12,0.36,0.10,0.08,0.00,0.42,0.37,0.38,0.72,0.57
"Sloane, Rory",712.00,2019,22.00,266.00,97.00,275.00,11.00,9.00,0.00,129.00,38.00,24.00,78.60,99.80,0.56,0.52,0.61,0.14,0.18,0.00,0.76,0.72,0.31,0.78,0.80
"Smith, Archie",713.00,2020,5.00,9.00,2.00,18.00,0.00,0.00,56.00,5.00,3.00,5.00,50.40,33.30,0.03,0.02,0.07,0.00,0.00,0.09,0.04,0.07,0.17,0.38,0.20
"Smith, Archie",713.00,2019,2.00,4.00,2.00,15.00,0.00,0.00,37.00,5.00,0.00,3.00,68.50,48.00,0.01,0.01,0.03,0.00,0.00,0.04,0.03,0.00,0.04,0.66,0.38
"Smith, Bailey",714.00,2021,26.00,354.00,97.00,259.00,17.00,13.00,0.00,87.00,21.00,19.00,82.10,88.40,0.69,0.54,0.58,0.27,0.32,0.00,0.47,0.39,0.41,0.80,0.72
"Smith, Bailey",714.00,2020,18.00,190.00,30.00,192.00,6.00,9.00,0.00,45.00,7.00,11.00,77.30,86.30,0.64,0.24,0.71,0.12,0.25,0.00,0.38,0.16,0.38,0.73,0.66
"Smith, Bailey",714.00,2019,23.00,184.00,58.00,222.00,11.00,10.00,0.00,93.00,9.00,15.00,73.60,68.80,0.39,0.31,0.49,0.14,0.20,0.00,0.55,0.17,0.19,0.72,0.55
"Smith, Brodie",715.00,2021,21.00,332.00,107.00,101.00,2.00,4.00,0.00,38.00,9.00,8.00,81.20,79.60,0.65,0.59,0.23,0.03,0.10,0.00,0.21,0.17,0.17,0.79,0.65
"Smith, Brodie",715.00,2020,16.00,203.00,58.00,72.00,5.00,6.00,0.00,38.00,7.00,10.00,79.40,85.30,0.68,0.46,0.27,0.10,0.17,0.00,0.32,0.16,0.34,0.75,0.65
"Smith, Brodie",715.00,2019,22.00,326.00,109.00,178.00,10.00,12.00,0.00,55.00,10.00,17.00,83.20,86.90,0.69,0.58,0.39,0.13,0.24,0.00,0.33,0.19,0.22,0.83,0.70
"Smith, Devon",716.00,2021,20.00,155.00,68.00,128.00,16.00,19.00,0.00,78.00,11.00,23.00,80.30,64.70,0.30,0.38,0.29,0.26,0.46,0.00,0.42,0.20,0.50,0.78,0.52
"Smith, Devon",716.00,2020,16.00,158.00,40.00,133.00,7.00,7.00,0.00,61.00,15.00,12.00,84.80,88.40,0.53,0.32,0.49,0.14,0.19,0.00,0.52,0.35,0.41,0.82,0.68
"Smith, Devon",716.00,2019,7.00,79.00,19.00,48.00,3.00,2.00,0.00,40.00,6.00,8.00,74.90,78.90,0.17,0.10,0.11,0.04,0.04,0.00,0.24,0.11,0.10,0.74,0.63
"Smith, Isaac",717.00,2021,24.00,383.00,166.00,167.00,15.00,9.00,0.00,38.00,8.00,10.00,83.80,92.10,0.74,0.92,0.38,0.24,0.22,0.00,0.21,0.15,0.22,0.82,0.75
"Smith, Isaac",717.00,2020,10.00,100.00,35.00,73.00,5.00,2.00,0.00,21.00,2.00,7.00,82.20,81.00,0.34,0.28,0.27,0.10,0.06,0.00,0.18,0.05,0.24,0.79,0.62
"Smith, Isaac",717.00,2019,19.00,273.00,100.00,154.00,9.00,8.00,0.00,41.00,3.00,14.00,84.80,84.90,0.58,0.53,0.34,0.12,0.16,0.00,0.24,0.06,0.18,0.85,0.68
"Smith, Joel",718.00,2021,3.00,11.00,9.00,9.00,0.00,0.00,0.00,4.00,1.00,2.00,78.00,29.70,0.02,0.05,0.02,0.00,0.00,0.00,0.02,0.02,0.04,0.75,0.23
"Smith, Joel",718.00,2020,7.00,23.00,9.00,15.00,0.00,0.00,0.00,10.00,3.00,6.00,86.00,27.00,0.08,0.07,0.06,0.00,0.00,0.00,0.09,0.07,0.21,0.84,0.15
"Smith, Josh",719.00,2019,2.00,13.00,9.00,10.00,1.00,1.00,0.00,0.00,0.00,0.00,82.00,46.50,0.03,0.05,0.02,0.01,0.02,0.00,0.00,0.00,0.00,0.82,0.36
"Smith, Roarke",720.00,2021,14.00,79.00,29.00,88.00,3.00,4.00,0.00,34.00,4.00,7.00,72.30,45.80,0.15,0.16,0.20,0.05,0.10,0.00,0.18,0.07,0.15,0.68,0.36
"Smith, Roarke",720.00,2020,6.00,29.00,12.00,41.00,2.00,1.00,0.00,8.00,2.00,2.00,77.00,51.30,0.10,0.10,0.15,0.04,0.03,0.00,0.07,0.05,0.07,0.72,0.36
"Smith, Roarke",720.00,2019,5.00,35.00,13.00,24.00,4.00,1.00,0.00,12.00,4.00,3.00,76.60,52.00,0.07,0.07,0.05,0.05,0.02,0.00,0.07,0.08,0.04,0.76,0.41
"Smith, Tim",721.00,2019,7.00,42.00,24.00,32.00,7.00,6.00,17.00,19.00,4.00,5.00,81.40,56.00,0.09,0.13,0.07,0.09,0.12,0.02,0.11,0.08,0.06,0.81,0.44
"Smith, Zac",722.00,2021,9.00,27.00,10.00,54.00,3.00,0.00,191.00,23.00,14.00,15.00,76.20,54.30,0.05,0.06,0.12,0.05,0.00,0.24,0.12,0.26,0.33,0.73,0.43
"Smith, Zac",722.00,2019,3.00,16.00,7.00,21.00,0.00,0.00,82.00,8.00,1.00,2.00,74.70,73.30,0.03,0.04,0.05,0.00,0.00,0.08,0.05,0.02,0.03,0.73,0.58
"Snelling, Will",723.00,2021,20.00,155.00,74.00,199.00,12.00,7.00,0.00,99.00,21.00,9.00,83.80,77.70,0.30,0.41,0.45,0.19,0.17,0.00,0.54,0.39,0.20,0.82,0.63
"Snelling, Will",723.00,2020,17.00,71.00,29.00,151.00,5.00,2.00,0.00,79.00,14.00,12.00,85.10,68.20,0.24,0.23,0.56,0.10,0.06,0.00,0.68,0.33,0.41,0.83,0.51
"Snelling, Will",723.00,2019,4.00,20.00,11.00,46.00,5.00,0.00,0.00,13.00,6.00,2.00,76.00,66.80,0.04,0.06,0.10,0.07,0.00,0.00,0.08,0.11,0.03,0.75,0.53
"Soldo, Ivan",724.00,2020,14.00,52.00,23.00,56.00,2.00,3.00,292.00,38.00,17.00,21.00,67.50,67.00,0.18,0.18,0.21,0.04,0.08,0.49,0.32,0.40,0.72,0.60,0.50
"Soldo, Ivan",724.00,2019,14.00,68.00,33.00,60.00,6.00,2.00,359.00,55.00,22.00,22.00,66.10,71.10,0.14,0.18,0.13,0.08,0.04,0.35,0.33,0.42,0.28,0.64,0.57
"Spargo, Charlie",725.00,2021,25.00,195.00,84.00,92.00,18.00,16.00,0.00,59.00,26.00,16.00,73.50,54.40,0.38,0.46,0.21,0.29,0.39,0.00,0.32,0.48,0.35,0.70,0.44
"Spargo, Charlie",725.00,2020,8.00,38.00,19.00,27.00,8.00,1.00,0.00,12.00,3.00,7.00,70.10,47.50,0.13,0.15,0.10,0.16,0.03,0.00,0.10,0.07,0.24,0.63,0.33
"Spargo, Charlie",725.00,2019,8.00,56.00,27.00,34.00,2.00,1.00,0.00,17.00,7.00,5.00,78.40,48.80,0.12,0.14,0.07,0.03,0.02,0.00,0.10,0.13,0.06,0.78,0.38
"Sparrow, Tom",726.00,2021,21.00,102.00,40.00,84.00,7.00,4.00,0.00,57.00,13.00,15.00,45.20,39.80,0.20,0.22,0.19,0.11,0.10,0.00,0.31,0.24,0.33,0.37,0.31
"Sparrow, Tom",726.00,2020,5.00,26.00,9.00,30.00,2.00,1.00,0.00,13.00,3.00,5.00,61.80,54.50,0.09,0.07,0.11,0.04,0.03,0.00,0.11,0.07,0.17,0.53,0.39
"Sparrow, Tom",726.00,2019,2.00,17.00,2.00,5.00,1.00,2.00,0.00,8.00,3.00,2.00,73.00,52.00,0.04,0.01,0.01,0.01,0.04,0.00,0.05,0.06,0.03,0.72,0.41
"Spicer, Phoenix",727.00,2021,1.00,3.00,1.00,4.00,0.00,1.00,0.00,0.00,0.00,0.00,78.00,21.00,0.00,0.01,0.01,0.00,0.02,0.00,0.00,0.00,0.00,0.75,0.16
"Sproule, Zach",728.00,2021,10.00,55.00,27.00,31.00,11.00,5.00,14.00,26.00,9.00,15.00,70.90,46.10,0.11,0.15,0.07,0.18,0.12,0.02,0.14,0.17,0.33,0.67,0.37
"Sproule, Zach",728.00,2019,1.00,4.00,4.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,81.00,23.00,0.01,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.81,0.17
"Stack, Sydney",729.00,2021,7.00,60.00,36.00,57.00,2.00,1.00,0.00,17.00,5.00,5.00,76.90,67.60,0.12,0.20,0.13,0.03,0.02,0.00,0.09,0.09,0.11,0.74,0.55
"Stack, Sydney",729.00,2020,9.00,30.00,15.00,62.00,2.00,2.00,0.00,26.00,5.00,15.00,70.10,46.80,0.10,0.12,0.23,0.04,0.06,0.00,0.22,0.12,0.52,0.63,0.32
"Stack, Sydney",729.00,2019,17.00,132.00,83.00,160.00,10.00,9.00,0.00,51.00,12.00,7.00,77.50,72.30,0.28,0.44,0.35,0.13,0.18,0.00,0.30,0.23,0.09,0.77,0.58
"Stanley, Rhys",730.00,2021,19.00,152.00,74.00,129.00,8.00,5.00,391.00,33.00,26.00,21.00,74.10,77.60,0.29,0.41,0.29,0.13,0.12,0.49,0.18,0.48,0.46,0.70,0.63
"Stanley, Rhys",730.00,2020,11.00,72.00,32.00,68.00,10.00,5.00,212.00,14.00,12.00,12.00,79.60,86.00,0.24,0.26,0.25,0.20,0.14,0.36,0.12,0.28,0.41,0.76,0.66
"Stanley, Rhys",730.00,2019,18.00,138.00,53.00,111.00,7.00,7.00,501.00,46.00,20.00,34.00,81.80,80.40,0.29,0.28,0.24,0.09,0.14,0.49,0.27,0.38,0.44,0.82,0.64
"Starcevich, Brandon",731.00,2021,24.00,216.00,90.00,82.00,0.00,0.00,0.00,41.00,15.00,26.00,85.00,49.30,0.42,0.50,0.18,0.00,0.00,0.00,0.22,0.28,0.57,0.83,0.39
"Starcevich, Brandon",731.00,2020,18.00,125.00,57.00,43.00,1.00,2.00,0.00,29.00,10.00,9.00,78.20,51.30,0.42,0.46,0.16,0.02,0.06,0.00,0.25,0.23,0.31,0.74,0.36
"Starcevich, Brandon",731.00,2019,1.00,7.00,2.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,77.00,31.00,0.01,0.01,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.76,0.24
"Steele, Jack",732.00,2021,22.00,311.00,103.00,331.00,13.00,8.00,0.00,185.00,43.00,32.00,85.00,121.70,0.60,0.57,0.74,0.21,0.20,0.00,1.00,0.80,0.70,0.83,1.00
"Steele, Jack",732.00,2020,19.00,204.00,72.00,213.00,11.00,2.00,0.00,104.00,25.00,13.00,85.50,113.40,0.69,0.58,0.79,0.22,0.06,0.00,0.89,0.58,0.45,0.83,0.90
"Steele, Jack",732.00,2019,20.00,195.00,80.00,243.00,3.00,6.00,0.00,164.00,22.00,30.00,84.30,96.20,0.41,0.43,0.54,0.04,0.12,0.00,0.97,0.42,0.38,0.85,0.77
"Stein, Jake",733.00,2021,6.00,29.00,20.00,11.00,0.00,0.00,0.00,7.00,2.00,6.00,86.20,30.20,0.05,0.11,0.02,0.00,0.00,0.00,0.04,0.04,0.13,0.85,0.23
"Stein, Jake",733.00,2019,5.00,26.00,16.00,13.00,0.00,0.00,0.00,22.00,4.00,4.00,79.40,46.40,0.05,0.09,0.03,0.00,0.00,0.00,0.13,0.08,0.05,0.79,0.36
"Stengle, Tyson",734.00,2020,12.00,66.00,20.00,51.00,8.00,9.00,0.00,25.00,6.00,11.00,79.10,51.00,0.22,0.16,0.19,0.16,0.25,0.00,0.21,0.14,0.38,0.75,0.36
"Stengle, Tyson",734.00,2019,2.00,14.00,5.00,3.00,5.00,1.00,0.00,7.00,3.00,3.00,74.00,58.00,0.03,0.03,0.01,0.07,0.02,0.00,0.04,0.06,0.04,0.73,0.46
"Stephens, Dylan",735.00,2021,7.00,30.00,20.00,29.00,1.00,1.00,0.00,8.00,1.00,8.00,49.40,32.00,0.06,0.11,0.07,0.02,0.02,0.00,0.04,0.02,0.17,0.42,0.25
"Stephens, Dylan",735.00,2020,8.00,68.00,27.00,32.00,2.00,3.00,0.00,26.00,6.00,6.00,80.40,71.30,0.23,0.22,0.12,0.04,0.08,0.00,0.22,0.14,0.21,0.77,0.53
"Stephenson, Jaidyn",736.00,2021,19.00,249.00,109.00,119.00,17.00,19.00,0.00,48.00,16.00,10.00,81.60,84.80,0.48,0.60,0.27,0.27,0.46,0.00,0.26,0.30,0.22,0.79,0.69
"Stephenson, Jaidyn",736.00,2020,14.00,85.00,47.00,47.00,14.00,10.00,0.00,25.00,4.00,9.00,84.80,59.00,0.29,0.38,0.17,0.29,0.28,0.00,0.21,0.09,0.31,0.82,0.43
"Stephenson, Jaidyn",736.00,2019,14.00,158.00,93.00,61.00,24.00,13.00,0.00,29.00,6.00,7.00,84.40,80.90,0.33,0.49,0.13,0.32,0.26,0.00,0.17,0.11,0.09,0.85,0.65
"Steven, Jack",737.00,2020,9.00,84.00,33.00,64.00,1.00,2.00,0.00,35.00,12.00,6.00,68.30,86.30,0.28,0.26,0.24,0.02,0.06,0.00,0.30,0.28,0.21,0.61,0.66
"Steven, Jack",737.00,2019,7.00,78.00,19.00,55.00,5.00,4.00,0.00,23.00,17.00,4.00,70.00,76.00,0.16,0.10,0.12,0.07,0.08,0.00,0.14,0.32,0.05,0.68,0.61
"Stewart, James",738.00,2021,17.00,136.00,89.00,77.00,0.00,0.00,0.00,19.00,7.00,22.00,88.40,49.80,0.26,0.49,0.17,0.00,0.00,0.00,0.10,0.13,0.48,0.87,0.40
"Stewart, James",738.00,2020,10.00,50.00,33.00,25.00,11.00,4.00,10.00,10.00,6.00,8.00,78.60,50.10,0.17,0.26,0.09,0.22,0.11,0.02,0.09,0.14,0.28,0.74,0.35
"Stewart, Tom",739.00,2021,20.00,378.00,178.00,102.00,0.00,3.00,0.00,21.00,16.00,13.00,85.30,96.80,0.73,0.98,0.23,0.00,0.07,0.00,0.11,0.30,0.28,0.84,0.79
"Stewart, Tom",739.00,2020,18.00,263.00,125.00,81.00,0.00,1.00,0.00,23.00,4.00,12.00,79.10,96.30,0.89,1.00,0.30,0.00,0.03,0.00,0.20,0.09,0.41,0.75,0.75
"Stewart, Tom",739.00,2019,25.00,473.00,185.00,107.00,0.00,2.00,0.00,42.00,17.00,16.00,84.60,93.10,1.00,0.98,0.24,0.00,0.04,0.00,0.25,0.32,0.21,0.85,0.75
"Stocker, Liam",740.00,2021,17.00,163.00,58.00,75.00,2.00,1.00,0.00,37.00,15.00,10.00,79.30,56.40,0.32,0.32,0.17,0.03,0.02,0.00,0.20,0.28,0.22,0.77,0.45
"Stocker, Liam",740.00,2019,5.00,42.00,12.00,26.00,0.00,0.00,0.00,9.00,3.00,8.00,71.60,45.80,0.09,0.06,0.06,0.00,0.00,0.00,0.05,0.06,0.10,0.70,0.36
"Stoddart, Ryley",741.00,2020,2.00,16.00,4.00,10.00,0.00,0.00,0.00,3.00,3.00,0.00,71.50,59.40,0.05,0.03,0.04,0.00,0.00,0.00,0.03,0.07,0.00,0.65,0.43
"Stoddart, Ryley",741.00,2019,2.00,5.00,2.00,7.00,0.00,0.00,0.00,2.00,0.00,3.00,69.50,17.00,0.01,0.01,0.02,0.00,0.00,0.00,0.01,0.00,0.04,0.67,0.12
"Stone, Conor",742.00,2021,5.00,21.00,8.00,14.00,3.00,1.00,0.00,7.00,1.00,0.00,58.80,32.60,0.04,0.04,0.03,0.05,0.02,0.00,0.04,0.02,0.00,0.53,0.25
"Strachan, Kieran",743.00,2021,2.00,13.00,7.00,16.00,0.00,2.00,59.00,3.00,0.00,6.00,85.50,73.50,0.02,0.04,0.04,0.00,0.05,0.07,0.02,0.00,0.13,0.84,0.59
"Strachan, Kieran",743.00,2020,1.00,1.00,0.00,3.00,0.00,0.00,10.00,4.00,2.00,2.00,78.00,38.80,0.00,0.00,0.01,0.00,0.00,0.02,0.03,0.05,0.07,0.74,0.25
"Stratton, Ben",744.00,2020,14.00,66.00,41.00,55.00,1.00,0.00,0.00,17.00,7.00,13.00,91.60,42.20,0.22,0.33,0.20,0.02,0.00,0.00,0.15,0.16,0.45,0.91,0.28
"Stratton, Ben",744.00,2019,19.00,96.00,64.00,79.00,0.00,0.00,0.00,29.00,8.00,18.00,91.90,37.30,0.20,0.34,0.17,0.00,0.00,0.00,0.17,0.15,0.23,0.93,0.29
"Stretch, Billy",745.00,2019,9.00,91.00,36.00,65.00,2.00,1.00,0.00,27.00,4.00,3.00,76.00,69.70,0.19,0.19,0.14,0.03,0.02,0.00,0.16,0.08,0.04,0.75,0.55
"Stringer, Jake",746.00,2021,19.00,210.00,55.00,102.00,41.00,18.00,0.00,76.00,30.00,23.00,80.30,80.40,0.41,0.30,0.23,0.66,0.44,0.00,0.41,0.56,0.50,0.78,0.65
"Stringer, Jake",746.00,2020,10.00,57.00,18.00,16.00,15.00,7.00,0.00,19.00,7.00,8.00,81.50,51.60,0.19,0.14,0.06,0.31,0.19,0.00,0.16,0.16,0.28,0.78,0.36
"Stringer, Jake",746.00,2019,19.00,178.00,57.00,55.00,33.00,27.00,0.00,63.00,17.00,28.00,78.80,64.50,0.38,0.30,0.12,0.43,0.54,0.00,0.37,0.32,0.36,0.78,0.51
"Sturt, Sam",747.00,2021,1.00,3.00,2.00,2.00,1.00,1.00,0.00,0.00,0.00,0.00,75.00,26.00,0.00,0.01,0.00,0.02,0.02,0.00,0.00,0.00,0.00,0.72,0.20
"Sturt, Sam",747.00,2020,3.00,12.00,7.00,11.00,4.00,0.00,0.00,3.00,2.00,0.00,74.00,48.80,0.04,0.06,0.04,0.08,0.00,0.00,0.03,0.05,0.00,0.68,0.34
"Suckling, Matt",748.00,2020,7.00,47.00,26.00,22.00,3.00,0.00,0.00,2.00,7.00,6.00,65.60,49.60,0.16,0.21,0.08,0.06,0.00,0.00,0.02,0.16,0.21,0.58,0.34
"Suckling, Matt",748.00,2019,19.00,296.00,104.00,101.00,10.00,11.00,0.00,38.00,10.00,9.00,77.70,84.60,0.63,0.55,0.22,0.13,0.22,0.00,0.22,0.19,0.12,0.77,0.68
"Sutcliffe, Cam",749.00,2020,4.00,18.00,3.00,14.00,1.00,2.00,0.00,6.00,1.00,0.00,69.30,38.80,0.06,0.02,0.05,0.02,0.06,0.00,0.05,0.02,0.00,0.62,0.25
"Sutcliffe, Cam",749.00,2019,5.00,33.00,11.00,20.00,4.00,2.00,0.00,14.00,6.00,3.00,79.40,50.20,0.07,0.06,0.04,0.05,0.04,0.00,0.08,0.11,0.04,0.79,0.40
"Swallow, David",750.00,2021,21.00,258.00,106.00,202.00,6.00,7.00,0.00,99.00,16.00,24.00,76.80,89.50,0.50,0.59,0.45,0.10,0.17,0.00,0.54,0.30,0.52,0.74,0.73
"Swallow, David",750.00,2020,15.00,154.00,54.00,116.00,4.00,10.00,0.00,59.00,8.00,21.00,78.20,89.30,0.52,0.43,0.43,0.08,0.28,0.00,0.50,0.19,0.72,0.74,0.69
"Swallow, David",750.00,2019,22.00,282.00,87.00,227.00,13.00,7.00,0.00,84.00,28.00,27.00,79.10,87.70,0.60,0.46,0.50,0.17,0.14,0.00,0.50,0.53,0.35,0.79,0.70
