Player,ID,Season,GM,KI,MK,HB,GL,BH,HO,TK,FF,FA,%P,FantasyAve
"Burgoyne, Shaun",96,2020,13.00,77.00,26.00,62.00,11.00,2.00,0.00,32.00,3.00,13.00,78.20,57.00
"Burgoyne, Shaun",96,2019,18.00,175.00,77.00,117.00,7.00,3.00,0.00,65.00,13.00,13.00,76.00,70.50
"Burton, Ryan",97,2021,24.00,320.00,133.00,113.00,0.00,1.00,0.00,61.00,14.00,23.00,76.60,74.00
"Burton, Ryan",97,2020,8.00,74.00,30.00,27.00,0.00,1.00,0.00,8.00,0.00,2.00,63.90,61.40
"Burton, Ryan",97,2019,16.00,220.00,61.00,95.00,4.00,4.00,0.00,33.00,9.00,15.00,70.90,72.30
"Butler, Dan",98,2021,22.00,170.00,43.00,78.00,18.00,17.00,0.00,82.00,18.00,20.00,87.10,54.80
"Butler, Dan",98,2020,19.00,156.00,37.00,51.00,29.00,12.00,0.00,74.00,14.00,15.00,87.20,74.50
"Butler, Dan",98,2019,7.00,44.00,14.00,19.00,5.00,3.00,0.00,27.00,4.00,6.00,80.90,48.40
"Butler, Louis",99,2021,1.00,6.00,5.00,4.00,0.00,0.00,0.00,2.00,0.00,1.00,54.00,46.00
"Butler, Louis",99,2020,2.00,24.00,6.00,6.00,0.00,1.00,0.00,1.00,0.00,2.00,83.00,63.10
"Butters, Zak",100,2021,12.00,111.00,50.00,114.00,8.00,2.00,0.00,42.00,12.00,12.00,76.80,75.40
"Butters, Zak",100,2020,17.00,129.00,55.00,119.00,11.00,6.00,0.00,47.00,12.00,9.00,83.50,76.10
"Butters, Zak",100,2019,19.00,137.00,51.00,132.00,12.00,7.00,0.00,48.00,17.00,13.00,75.10,56.70
"Butts, Jordon",101,2021,22.00,151.00,84.00,80.00,0.00,0.00,0.00,30.00,23.00,17.00,91.20,43.50
"Butts, Jordon",101,2020,2.00,8.00,5.00,6.00,0.00,0.00,0.00,2.00,1.00,1.00,88.00,35.60
"Byrne-Jones, Darcy",102,2021,24.00,301.00,104.00,179.00,0.00,2.00,0.00,66.00,26.00,12.00,80.30,76.20
"Byrne-Jones, Darcy",102,2020,19.00,204.00,64.00,117.00,0.00,2.00,0.00,34.00,17.00,7.00,83.60,77.10
"Byrne-Jones, Darcy",102,2019,22.00,332.00,112.00,160.00,0.00,3.00,0.00,66.00,18.00,12.00,84.00,86.40
"Byrnes, Ryan",103,2021,16.00,131.00,76.00,116.00,6.00,1.00,0.00,29.00,9.00,1.00,71.50,63.30
"Byrnes, Ryan",103,2020,1.00,2.00,0.00,3.00,0.00,0.00,0.00,2.00,1.00,0.00,62.00,26.30
"Bytel, Jack",104,2021,13.00,70.00,18.00,79.00,2.00,1.00,0.00,55.00,8.00,8.00,54.20,49.20
"Bytel, Jack",104,2020,3.00,9.00,3.00,30.00,0.00,0.00,0.00,8.00,3.00,4.00,67.00,49.60
"Caddy, Josh",105,2021,9.00,68.00,36.00,45.00,2.00,5.00,0.00,11.00,4.00,3.00,52.60,50.90
"Caddy, Josh",105,2020,8.00,56.00,32.00,44.00,2.00,2.00,1.00,14.00,0.00,5.00,75.90,63.80
"Caddy, Josh",105,2019,18.00,178.00,64.00,116.00,17.00,9.00,0.00,60.00,14.00,13.00,85.50,71.30
"Cahill, Ned",106,2021,3.00,9.00,3.00,13.00,1.00,0.00,0.00,3.00,0.00,2.00,70.30,24.70
"Cahill, Ned",106,2020,3.00,8.00,4.00,9.00,2.00,2.00,0.00,3.00,1.00,2.00,77.00,31.30
"Caldwell, Jye",107,2021,3.00,27.00,8.00,19.00,0.00,1.00,0.00,16.00,6.00,0.00,62.00,71.30
"Caldwell, Jye",107,2020,9.00,56.00,27.00,58.00,1.00,2.00,0.00,33.00,4.00,7.00,68.20,67.80
"Caldwell, Jye",107,2019,2.00,13.00,7.00,10.00,0.00,0.00,0.00,9.00,0.00,2.00,74.00,55.00
"Cameron, Charlie",108,2021,24.00,199.00,95.00,62.00,55.00,33.00,0.00,53.00,18.00,19.00,86.80,64.30
"Cameron, Charlie",108,2020,19.00,139.00,64.00,38.00,31.00,22.00,0.00,42.00,20.00,17.00,87.50,67.80
"Cameron, Charlie",108,2019,24.00,217.00,81.00,78.00,57.00,32.00,0.00,49.00,25.00,23.00,86.40,65.70
"Cameron, Darcy",109,2021,18.00,147.00,99.00,72.00,22.00,9.00,121.00,32.00,20.00,15.00,81.80,69.30
"Cameron, Darcy",109,2020,10.00,46.00,36.00,30.00,4.00,2.00,57.00,14.00,9.00,7.00,74.50,54.10
"Cameron, Jarrod",110,2020,5.00,16.00,5.00,8.00,2.00,1.00,0.00,11.00,2.00,9.00,64.00,27.80
"Cameron, Jarrod",110,2019,7.00,35.00,14.00,18.00,11.00,2.00,0.00,28.00,6.00,5.00,73.90,50.60
"Cameron, Jeremy",111,2021,15.00,118.00,57.00,57.00,39.00,16.00,0.00,16.00,17.00,13.00,82.50,62.10
"Cameron, Jeremy",111,2020,17.00,121.00,67.00,55.00,24.00,13.00,0.00,24.00,15.00,25.00,90.00,63.80
"Cameron, Jeremy",111,2019,24.00,280.00,157.00,105.00,76.00,50.00,0.00,33.00,24.00,33.00,88.60,86.80
"Campbell, Braeden",112,2021,8.00,71.00,26.00,41.00,1.00,2.00,0.00,11.00,4.00,3.00,69.90,52.50
"Campbell, Tom",113,2021,9.00,49.00,35.00,51.00,6.00,1.00,97.00,14.00,7.00,14.00,74.20,56.60
"Campbell, Tom",113,2020,1.00,3.00,1.00,2.00,0.00,0.00,2.00,0.00,0.00,0.00,73.00,22.50
"Campbell, Tom",113,2019,2.00,7.00,4.00,8.00,1.00,2.00,16.00,3.00,2.00,3.00,84.50,39.00
"Carlisle, Jake",114,2021,4.00,20.00,11.00,18.00,1.00,2.00,47.00,9.00,3.00,7.00,76.80,50.50
"Carlisle, Jake",114,2020,13.00,107.00,73.00,39.00,0.00,0.00,9.00,17.00,8.00,4.00,90.20,66.40
"Carlisle, Jake",114,2019,10.00,84.00,57.00,32.00,1.00,1.00,18.00,7.00,6.00,6.00,89.50,52.80
"Casboult, Levi",115,2021,13.00,77.00,47.00,34.00,8.00,5.00,79.00,25.00,11.00,17.00,80.20,48.60
"Casboult, Levi",115,2020,17.00,112.00,80.00,40.00,16.00,8.00,86.00,31.00,9.00,22.00,88.60,67.10
"Casboult, Levi",115,2019,20.00,159.00,114.00,64.00,15.00,11.00,164.00,44.00,12.00,30.00,86.70,65.50
"Castagna, Jason",116,2021,21.00,120.00,85.00,126.00,17.00,13.00,0.00,41.00,13.00,3.00,78.80,54.80
"Castagna, Jason",116,2020,21.00,142.00,71.00,96.00,17.00,12.00,0.00,46.00,8.00,8.00,84.40,66.30
"Castagna, Jason",116,2019,24.00,200.00,99.00,153.00,27.00,28.00,0.00,75.00,13.00,15.00,84.00,69.20
"Cavarra, Ben",117,2021,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,18.00,11.00
"Cavarra, Ben",117,2020,3.00,15.00,5.00,10.00,4.00,3.00,0.00,8.00,1.00,2.00,72.00,55.80
"Ceglar, Jonathon",118,2021,12.00,67.00,53.00,113.00,2.00,2.00,249.00,26.00,10.00,16.00,74.50,76.30
"Ceglar, Jonathon",118,2020,13.00,55.00,29.00,82.00,1.00,0.00,274.00,32.00,14.00,19.00,73.80,75.10
"Ceglar, Jonathon",118,2019,15.00,85.00,69.00,115.00,5.00,6.00,306.00,34.00,18.00,17.00,81.50,75.80
"Cerra, Adam",119,2021,18.00,250.00,93.00,165.00,5.00,10.00,0.00,47.00,21.00,12.00,76.10,87.30
"Cerra, Adam",119,2020,17.00,143.00,51.00,152.00,2.00,3.00,0.00,64.00,17.00,17.00,79.80,82.60
"Cerra, Adam",119,2019,20.00,187.00,74.00,122.00,2.00,7.00,0.00,44.00,14.00,7.00,79.20,60.80
"Chandler, Kade",120,2021,5.00,1.00,0.00,3.00,0.00,0.00,0.00,2.00,0.00,2.00,13.40,2.20
"Chandler, Kade",120,2019,1.00,4.00,2.00,3.00,0.00,0.00,0.00,9.00,0.00,0.00,80.00,60.00
"Chapman, Heath",121,2021,6.00,50.00,27.00,35.00,1.00,0.00,0.00,10.00,3.00,6.00,83.00,55.30
"Chol, Mabior",122,2021,10.00,59.00,31.00,41.00,7.00,4.00,123.00,25.00,8.00,8.00,65.80,60.50
"Chol, Mabior",122,2020,11.00,39.00,15.00,27.00,8.00,3.00,66.00,17.00,3.00,7.00,64.50,43.50
"Chol, Mabior",122,2019,9.00,49.00,22.00,23.00,9.00,5.00,72.00,28.00,6.00,5.00,60.20,54.80
"Christensen, Allen",123,2019,13.00,109.00,48.00,66.00,16.00,9.00,0.00,44.00,11.00,13.00,72.30,65.80
"Clark, Hunter",124,2021,13.00,154.00,53.00,95.00,2.00,1.00,0.00,40.00,8.00,16.00,71.40,72.60
"Clark, Hunter",124,2020,18.00,188.00,64.00,122.00,1.00,1.00,0.00,46.00,13.00,20.00,81.70,79.40
"Clark, Hunter",124,2019,14.00,153.00,64.00,134.00,2.00,4.00,0.00,43.00,11.00,14.00,77.30,76.90
"Clark, Jordan",125,2021,11.00,61.00,26.00,52.00,3.00,2.00,0.00,22.00,2.00,7.00,50.60,41.30
"Clark, Jordan",125,2020,3.00,24.00,12.00,14.00,1.00,1.00,0.00,9.00,1.00,4.00,70.00,70.00
"Clark, Jordan",125,2019,18.00,171.00,76.00,78.00,11.00,8.00,0.00,48.00,11.00,13.00,78.40,63.10
"Clarke, Dylan",126,2021,4.00,25.00,17.00,36.00,2.00,0.00,0.00,9.00,4.00,5.00,81.50,58.80
"Clarke, Dylan",126,2020,8.00,31.00,17.00,50.00,4.00,0.00,0.00,19.00,7.00,5.00,75.40,52.50
"Clarke, Dylan",126,2019,11.00,68.00,22.00,102.00,0.00,1.00,0.00,70.00,6.00,11.00,81.70,66.20
"Clarke, Ryan",127,2021,3.00,6.00,3.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00,18.70,10.00
"Clarke, Ryan",127,2020,10.00,86.00,25.00,79.00,2.00,1.00,0.00,25.00,10.00,5.00,89.30,74.90
"Clarke, Ryan",127,2019,14.00,122.00,41.00,118.00,1.00,1.00,0.00,44.00,8.00,15.00,81.90,62.20
"Clarke, Zac",128,2019,9.00,33.00,23.00,57.00,0.00,6.00,188.00,23.00,5.00,19.00,83.20,57.30
"Clavarino, Oscar",129,2021,5.00,20.00,14.00,16.00,0.00,0.00,1.00,8.00,2.00,6.00,69.60,30.20
"Close, Brad",130,2021,22.00,132.00,61.00,159.00,15.00,10.00,0.00,72.00,25.00,8.00,80.80,58.50
"Close, Brad",130,2020,8.00,29.00,13.00,41.00,2.00,2.00,0.00,24.00,8.00,1.00,76.50,50.50
"Clurey, Tom",131,2021,11.00,103.00,61.00,37.00,0.00,0.00,0.00,12.00,5.00,8.00,85.00,54.10
"Clurey, Tom",131,2020,18.00,135.00,78.00,40.00,0.00,0.00,0.00,18.00,13.00,13.00,89.30,53.10
"Clurey, Tom",131,2019,21.00,207.00,117.00,68.00,0.00,0.00,0.00,36.00,6.00,14.00,93.30,57.90
"Cockatoo, Nakia",132,2021,7.00,18.00,5.00,24.00,5.00,1.00,0.00,22.00,4.00,4.00,61.60,32.60
"Coffield, Nick",133,2021,16.00,159.00,89.00,69.00,1.00,1.00,0.00,25.00,18.00,10.00,78.80,61.10
"Coffield, Nick",133,2020,18.00,181.00,117.00,93.00,0.00,0.00,0.00,18.00,7.00,8.00,85.00,78.80
"Coffield, Nick",133,2019,8.00,80.00,46.00,39.00,0.00,0.00,0.00,9.00,2.00,6.00,76.80,59.50
"Cole, Tom",134,2021,22.00,203.00,105.00,98.00,0.00,0.00,0.00,44.00,14.00,24.00,83.50,56.30
"Cole, Tom",134,2020,15.00,95.00,48.00,62.00,3.00,0.00,0.00,30.00,14.00,7.00,82.70,57.00
"Cole, Tom",134,2019,14.00,107.00,67.00,53.00,0.00,0.00,0.00,47.00,13.00,13.00,84.30,56.40
"Coleman, Keidean",135,2021,18.00,89.00,44.00,73.00,6.00,5.00,0.00,32.00,16.00,11.00,57.90,38.70
"Coleman, Keidean",135,2020,5.00,25.00,9.00,17.00,2.00,1.00,0.00,23.00,3.00,9.00,78.20,54.30
"Coleman-Jones, Callum",136,2021,8.00,38.00,30.00,46.00,11.00,4.00,61.00,13.00,7.00,8.00,71.40,57.80
"Coleman-Jones, Callum",136,2019,1.00,6.00,3.00,7.00,0.00,1.00,10.00,5.00,0.00,2.00,63.00,66.00
"Collier-Dawkins, Riley",137,2021,9.00,58.00,21.00,74.00,3.00,0.00,0.00,32.00,5.00,9.00,66.80,56.60
"Collins, Sam",138,2021,19.00,152.00,119.00,78.00,0.00,0.00,0.00,32.00,18.00,20.00,94.10,55.50
"Collins, Sam",138,2020,17.00,107.00,74.00,68.00,0.00,0.00,0.00,27.00,18.00,6.00,97.60,57.90
"Collins, Sam",138,2019,9.00,65.00,43.00,44.00,0.00,0.00,0.00,12.00,8.00,10.00,96.70,48.70
"Colyer, Travis",139,2021,22.00,195.00,75.00,83.00,15.00,19.00,0.00,44.00,6.00,9.00,82.10,56.40
"Colyer, Travis",139,2020,9.00,54.00,16.00,26.00,3.00,2.00,0.00,9.00,0.00,3.00,71.70,42.90
"Colyer, Travis",139,2019,10.00,91.00,32.00,54.00,5.00,6.00,0.00,23.00,8.00,3.00,69.60,60.40
"Comben, Charlie",140,2021,1.00,3.00,2.00,3.00,1.00,0.00,0.00,1.00,0.00,1.00,83.00,28.00
"Conca, Reece",141,2021,10.00,68.00,35.00,67.00,0.00,0.00,0.00,18.00,5.00,10.00,72.20,49.00
"Conca, Reece",141,2020,14.00,140.00,48.00,59.00,0.00,0.00,0.00,38.00,9.00,13.00,84.30,71.80
"Conca, Reece",141,2019,22.00,282.00,68.00,165.00,2.00,3.00,0.00,78.00,18.00,28.00,75.50,74.60
"Coniglio, Stephen",142,2021,7.00,61.00,14.00,42.00,1.00,4.00,0.00,27.00,7.00,3.00,65.30,60.70
"Coniglio, Stephen",142,2020,16.00,196.00,44.00,141.00,5.00,8.00,0.00,62.00,17.00,19.00,87.40,97.50
"Coniglio, Stephen",142,2019,15.00,249.00,63.00,150.00,15.00,6.00,0.00,59.00,10.00,10.00,79.70,103.20
"Connolly, Leo",143,2021,7.00,56.00,22.00,27.00,1.00,1.00,0.00,4.00,1.00,3.00,68.30,43.30
"Constable, Charlie",144,2021,3.00,21.00,13.00,16.00,1.00,0.00,0.00,3.00,1.00,1.00,36.70,50.00
"Constable, Charlie",144,2020,2.00,13.00,4.00,22.00,0.00,1.00,0.00,8.00,2.00,2.00,58.00,77.50
"Constable, Charlie",144,2019,7.00,63.00,31.00,87.00,5.00,2.00,0.00,26.00,3.00,5.00,68.30,82.90
"Cook, Brayden",145,2021,3.00,22.00,6.00,20.00,0.00,0.00,0.00,3.00,0.00,1.00,65.30,44.30
"Corbett, Josh",146,2021,16.00,101.00,78.00,41.00,23.00,11.00,4.00,12.00,13.00,12.00,71.40,49.80
"Corbett, Josh",146,2020,7.00,45.00,31.00,17.00,3.00,6.00,0.00,7.00,8.00,7.00,79.00,53.80
"Corbett, Josh",146,2019,9.00,50.00,40.00,31.00,3.00,8.00,0.00,14.00,6.00,8.00,83.70,44.00
"Cordy, Zaine",147,2021,19.00,126.00,67.00,57.00,0.00,0.00,5.00,38.00,18.00,12.00,97.50,43.80
"Cordy, Zaine",147,2020,14.00,86.00,40.00,32.00,0.00,0.00,5.00,20.00,8.00,5.00,89.60,46.40
"Cordy, Zaine",147,2019,23.00,129.00,72.00,95.00,0.00,1.00,20.00,40.00,10.00,22.00,94.80,39.90
"Corr, Aidan",148,2021,2.00,19.00,9.00,13.00,0.00,1.00,0.00,5.00,1.00,1.00,74.00,64.50
"Corr, Aidan",148,2020,15.00,143.00,59.00,37.00,0.00,1.00,0.00,22.00,4.00,6.00,80.50,62.90
"Corr, Aidan",148,2019,8.00,77.00,27.00,25.00,0.00,0.00,0.00,13.00,3.00,10.00,76.30,48.40
"Cotchin, Trent",149,2021,17.00,206.00,53.00,147.00,2.00,0.00,0.00,57.00,17.00,13.00,72.40,75.80
"Cotchin, Trent",149,2020,17.00,176.00,39.00,135.00,1.00,3.00,0.00,55.00,14.00,18.00,72.60,81.20
"Cotchin, Trent",149,2019,14.00,159.00,37.00,118.00,3.00,2.00,0.00,44.00,16.00,18.00,71.00,70.10
"Cottrell, Matthew",150,2021,14.00,118.00,37.00,47.00,3.00,2.00,0.00,31.00,5.00,9.00,69.80,48.60
"Cottrell, Matthew",150,2020,5.00,44.00,8.00,9.00,2.00,0.00,0.00,4.00,3.00,0.00,74.40,51.30
"Cousins, James",151,2021,10.00,101.00,27.00,86.00,2.00,5.00,0.00,37.00,8.00,6.00,69.00,71.10
"Cousins, James",151,2020,6.00,60.00,20.00,57.00,1.00,3.00,0.00,16.00,5.00,7.00,77.70,85.60
"Cousins, James",151,2019,12.00,129.00,51.00,90.00,8.00,4.00,0.00,33.00,9.00,11.00,73.40,73.30
"Cox, Brennan",152,2021,12.00,87.00,56.00,55.00,0.00,0.00,1.00,11.00,4.00,12.00,90.40,46.00
"Cox, Brennan",152,2020,13.00,83.00,51.00,65.00,0.00,0.00,0.00,11.00,10.00,7.00,90.50,54.30
"Cox, Brennan",152,2019,8.00,31.00,29.00,45.00,5.00,2.00,16.00,20.00,0.00,6.00,89.40,47.50
"Cox, Cedric",153,2019,1.00,6.00,4.00,3.00,0.00,0.00,0.00,2.00,0.00,0.00,62.00,44.00
"Cox, Mason",154,2021,7.00,41.00,26.00,25.00,8.00,8.00,23.00,7.00,11.00,5.00,74.00,50.60
"Cox, Mason",154,2020,11.00,38.00,35.00,31.00,14.00,2.00,34.00,6.00,12.00,5.00,84.80,48.00
"Cox, Mason",154,2019,14.00,78.00,60.00,49.00,19.00,10.00,56.00,11.00,26.00,13.00,84.50,51.60
"Cox, Nik",155,2021,22.00,152.00,81.00,107.00,9.00,9.00,12.00,47.00,16.00,23.00,72.60,51.00
"Cripps, Jamie",156,2021,22.00,205.00,82.00,109.00,26.00,26.00,0.00,86.00,17.00,20.00,86.50,71.00
"Cripps, Jamie",156,2020,14.00,94.00,36.00,73.00,9.00,7.00,0.00,45.00,9.00,9.00,88.50,67.80
"Cripps, Jamie",156,2019,19.00,145.00,59.00,113.00,30.00,13.00,0.00,64.00,8.00,16.00,80.00,65.60
"Cripps, Patrick",157,2021,20.00,163.00,63.00,305.00,13.00,11.00,3.00,85.00,47.00,44.00,84.00,81.80
"Cripps, Patrick",157,2020,17.00,152.00,40.00,182.00,7.00,11.00,0.00,81.00,38.00,25.00,85.40,94.10
"Cripps, Patrick",157,2019,20.00,212.00,62.00,348.00,13.00,6.00,0.00,123.00,48.00,39.00,89.90,101.30
"Crisp, Jack",158,2021,22.00,341.00,148.00,253.00,2.00,5.00,0.00,80.00,16.00,29.00,88.50,101.80
"Crisp, Jack",158,2020,19.00,220.00,91.00,143.00,2.00,2.00,0.00,58.00,15.00,11.00,87.20,95.20
"Crisp, Jack",158,2019,24.00,345.00,148.00,269.00,2.00,5.00,0.00,83.00,20.00,14.00,89.40,97.70
"Crocker, Ben",159,2020,7.00,45.00,22.00,10.00,4.00,5.00,0.00,17.00,7.00,1.00,83.60,57.50
"Crocker, Ben",159,2019,3.00,17.00,9.00,6.00,3.00,2.00,0.00,9.00,3.00,5.00,74.30,44.70
"Crouch, Brad",160,2021,20.00,248.00,56.00,279.00,7.00,5.00,0.00,109.00,23.00,24.00,77.80,95.20
"Crouch, Brad",160,2020,12.00,136.00,20.00,128.00,2.00,1.00,0.00,45.00,15.00,14.00,74.40,92.70
"Crouch, Brad",160,2019,22.00,338.00,65.00,327.00,11.00,12.00,1.00,111.00,23.00,14.00,78.60,107.60
"Crouch, Matt",161,2020,16.00,162.00,44.00,256.00,2.00,3.00,0.00,74.00,19.00,14.00,77.10,110.80
"Crouch, Matt",161,2019,19.00,270.00,77.00,350.00,7.00,4.00,0.00,65.00,15.00,15.00,75.40,106.20
"Crowden, Mitch",162,2021,16.00,70.00,34.00,97.00,5.00,7.00,0.00,29.00,8.00,4.00,67.60,40.90
"Crowden, Mitch",162,2020,10.00,50.00,15.00,34.00,6.00,1.00,0.00,47.00,4.00,10.00,77.70,57.80
"Crowden, Mitch",162,2019,5.00,27.00,8.00,33.00,3.00,2.00,0.00,24.00,3.00,3.00,72.00,56.20
"Crozier, Hayden",163,2021,10.00,111.00,59.00,48.00,0.00,0.00,0.00,14.00,6.00,4.00,76.10,65.60
"Crozier, Hayden",163,2020,15.00,154.00,59.00,55.00,2.00,2.00,0.00,40.00,15.00,11.00,80.70,75.40
"Crozier, Hayden",163,2019,22.00,257.00,136.00,108.00,0.00,0.00,0.00,44.00,23.00,10.00,83.10,71.10
"Cumming, Isaac",164,2021,24.00,372.00,131.00,153.00,1.00,4.00,0.00,56.00,12.00,18.00,80.30,83.60
"Cumming, Isaac",164,2020,3.00,21.00,11.00,14.00,0.00,0.00,0.00,5.00,0.00,1.00,84.70,58.80
"Cumming, Isaac",164,2019,5.00,35.00,15.00,25.00,0.00,0.00,0.00,13.00,3.00,2.00,72.20,49.80
"Cuningham, David",165,2021,4.00,26.00,9.00,28.00,3.00,2.00,0.00,6.00,2.00,3.00,60.80,49.50
"Cuningham, David",165,2020,12.00,72.00,32.00,66.00,6.00,6.00,0.00,33.00,5.00,6.00,75.80,63.00
"Cuningham, David",165,2019,9.00,65.00,28.00,79.00,7.00,5.00,0.00,32.00,3.00,6.00,75.80,66.30
"Cunningham, Harry",166,2021,21.00,229.00,108.00,113.00,0.00,0.00,0.00,55.00,13.00,14.00,85.40,68.00
"Cunningham, Harry",166,2020,17.00,157.00,59.00,96.00,0.00,1.00,0.00,38.00,10.00,5.00,84.60,72.60
"Cunningham, Harry",166,2019,9.00,121.00,52.00,63.00,0.00,1.00,0.00,25.00,4.00,8.00,80.70,80.70
"Cunnington, Ben",167,2021,15.00,203.00,62.00,199.00,9.00,8.00,0.00,74.00,30.00,31.00,82.50,99.20
"Cunnington, Ben",167,2020,3.00,18.00,6.00,35.00,2.00,0.00,1.00,12.00,3.00,2.00,74.00,83.30
"Cunnington, Ben",167,2019,22.00,189.00,53.00,397.00,6.00,5.00,0.00,78.00,26.00,31.00,78.50,82.10
"Curnow, Charlie",168,2021,4.00,35.00,16.00,14.00,2.00,5.00,0.00,6.00,1.00,7.00,79.00,50.50
"Curnow, Charlie",168,2019,11.00,115.00,49.00,20.00,18.00,8.00,0.00,17.00,11.00,4.00,76.70,65.00
"Curnow, Ed",169,2021,22.00,318.00,106.00,178.00,10.00,3.00,0.00,80.00,13.00,23.00,83.50,88.90
"Curnow, Ed",169,2020,17.00,212.00,42.00,108.00,4.00,3.00,0.00,88.00,13.00,18.00,87.60,96.80
"Curnow, Ed",169,2019,22.00,267.00,84.00,229.00,9.00,8.00,0.00,112.00,19.00,21.00,83.60,89.90
"Cutler, Tom",170,2021,13.00,113.00,51.00,65.00,1.00,4.00,0.00,16.00,5.00,2.00,63.50,53.50
"Cutler, Tom",170,2020,8.00,66.00,25.00,44.00,2.00,5.00,0.00,10.00,5.00,6.00,85.00,63.30
"Cutler, Tom",170,2019,3.00,40.00,15.00,25.00,1.00,2.00,0.00,6.00,3.00,3.00,84.00,80.30
"Dahlhaus, Luke",171,2021,21.00,103.00,41.00,150.00,7.00,15.00,0.00,79.00,18.00,19.00,72.10,50.80
"Dahlhaus, Luke",171,2020,16.00,89.00,44.00,127.00,7.00,0.00,0.00,37.00,7.00,5.00,75.40,65.20
"Dahlhaus, Luke",171,2019,24.00,171.00,71.00,262.00,14.00,16.00,0.00,115.00,25.00,14.00,81.00,74.70
"Daicos, Josh",172,2021,17.00,173.00,48.00,149.00,9.00,9.00,0.00,53.00,19.00,14.00,79.20,71.40
"Daicos, Josh",172,2020,18.00,169.00,68.00,143.00,10.00,3.00,0.00,42.00,18.00,8.00,84.60,84.90
"Daicos, Josh",172,2019,5.00,40.00,19.00,45.00,1.00,2.00,0.00,13.00,4.00,5.00,71.60,63.20
"Dale, Bailey",173,2021,26.00,447.00,100.00,176.00,9.00,0.00,0.00,26.00,10.00,12.00,81.90,81.70
"Dale, Bailey",173,2020,9.00,48.00,20.00,35.00,7.00,3.00,0.00,13.00,6.00,5.00,79.40,50.30
"Dale, Bailey",173,2019,10.00,77.00,39.00,50.00,21.00,11.00,0.00,19.00,6.00,4.00,80.10,65.50
"Dangerfield, Patrick",174,2021,16.00,212.00,71.00,159.00,8.00,7.00,0.00,53.00,28.00,22.00,72.80,87.30
"Dangerfield, Patrick",174,2020,21.00,280.00,78.00,156.00,17.00,17.00,0.00,55.00,34.00,27.00,85.10,99.90
"Dangerfield, Patrick",174,2019,24.00,352.00,119.00,298.00,27.00,18.00,1.00,104.00,44.00,38.00,83.00,105.70
"Daniel, Caleb",175,2021,25.00,364.00,100.00,267.00,7.00,1.00,0.00,58.00,18.00,12.00,80.60,87.30
"Daniel, Caleb",175,2020,18.00,225.00,59.00,138.00,3.00,2.00,0.00,42.00,10.00,9.00,84.30,90.20
"Daniel, Caleb",175,2019,17.00,294.00,67.00,157.00,1.00,0.00,0.00,53.00,15.00,12.00,84.20,93.80
"Daniels, Brent",176,2021,13.00,91.00,22.00,86.00,2.00,4.00,0.00,35.00,12.00,4.00,71.30,51.30
"Daniels, Brent",176,2020,16.00,100.00,31.00,94.00,5.00,8.00,0.00,42.00,7.00,11.00,80.40,59.50
"Daniels, Brent",176,2019,26.00,200.00,80.00,180.00,11.00,20.00,0.00,81.00,21.00,18.00,74.80,60.70
"Daniher, Joe",177,2021,24.00,259.00,117.00,83.00,46.00,32.00,49.00,25.00,30.00,33.00,93.80,70.10
"Daniher, Joe",177,2020,4.00,31.00,25.00,7.00,3.00,6.00,2.00,1.00,4.00,8.00,84.00,60.00
"Daniher, Joe",177,2019,4.00,33.00,22.00,18.00,7.00,5.00,16.00,8.00,4.00,8.00,86.50,69.00
"Darcy, Sean",178,2021,21.00,156.00,90.00,193.00,12.00,12.00,599.00,64.00,22.00,38.00,81.00,93.90
"Darcy, Sean",178,2020,15.00,42.00,25.00,92.00,5.00,6.00,330.00,26.00,7.00,29.00,77.70,64.60
"Darcy, Sean",178,2019,11.00,44.00,20.00,78.00,4.00,7.00,300.00,30.00,10.00,18.00,84.60,68.60
"Darling, Jack",179,2021,22.00,176.00,123.00,91.00,42.00,19.00,16.00,53.00,29.00,25.00,96.80,69.60
"Darling, Jack",179,2020,18.00,112.00,64.00,57.00,30.00,12.00,8.00,35.00,20.00,9.00,96.20,67.70
"Darling, Jack",179,2019,24.00,203.00,112.00,84.00,59.00,18.00,17.00,64.00,30.00,26.00,92.30,71.30
"Davies, Alex",180,2021,1.00,5.00,2.00,11.00,0.00,2.00,0.00,6.00,0.00,2.00,65.00,63.00
"Davies-Uniacke, Luke",181,2021,20.00,229.00,97.00,211.00,6.00,12.00,0.00,64.00,11.00,27.00,82.50,81.70
"Davies-Uniacke, Luke",181,2020,9.00,73.00,19.00,83.00,2.00,0.00,0.00,21.00,6.00,12.00,74.10,70.60
"Davies-Uniacke, Luke",181,2019,14.00,102.00,39.00,106.00,4.00,5.00,0.00,30.00,9.00,16.00,67.60,53.20
"Davis, Ben",182,2021,4.00,20.00,10.00,15.00,0.00,0.00,0.00,3.00,3.00,1.00,57.00,33.00
"Davis, Ben",182,2020,1.00,4.00,2.00,1.00,1.00,0.00,0.00,2.00,3.00,0.00,85.00,46.30
"Davis, Ben",182,2019,1.00,3.00,2.00,4.00,0.00,0.00,0.00,1.00,0.00,0.00,68.00,27.00
"Davis, Phil",183,2021,11.00,64.00,47.00,47.00,0.00,0.00,0.00,16.00,10.00,14.00,77.20,41.70
